"data_year","state_name","total_agencies","participation_agencies","participating_agencies_pct","nibrs_participating_agencies","nibrs_participating_agencies","covered_agencies","covered_pct","total_population","nibrs_population"
2003,Oklahoma,503,298,0.59,0,0,0,0,3566501,0
2003,Oregon,301,158,0.52,35,0.22,0,0,3604250,720079
2003,Other,0,0,0,0,0,0,0,0,0
2003,Pennsylvania,1877,890,0.47,0,0,0,0,12888020,0
2003,Puerto Rico,25,0,0,0,0,0,0,0,0
2003,Rhode Island,56,48,0.86,0,0,0,0,1082476,0
2003,South Carolina,569,422,0.74,422,1.00,0,0,4167510,4144591
2003,South Dakota,190,129,0.68,118,0.91,0,0,774952,419557
2003,Tennessee,587,456,0.78,456,1.00,0,0,5856475,5841748
2003,Texas,1284,983,0.77,64,0.07,0,0,22191199,2749889
2003,US Virgin Islands,3,0,0,0,0,0,0,0,0
2003,Utah,189,115,0.61,58,0.50,0,0,2457770,1817325
2003,Vermont,103,69,0.67,60,0.87,0,0,629073,569065
2003,Virginia,465,395,0.85,395,1.00,0,0,7393288,7316166
2003,Washington,321,247,0.77,6,0.02,0,0,6155586,682116
2003,West Virginia,479,404,0.84,404,1.00,0,0,1822836,1752405
2003,Wisconsin,490,366,0.75,4,0.01,1,0.00,5556161,656105
2003,Wyoming,84,62,0.74,0,0,0,0,506879,0
2004,Alabama,488,315,0.65,0,0,0,0,4550680,0
2004,Alaska,51,33,0.65,0,0,1,0.03,655932,0
2004,American Samoa,1,0,0,0,0,0,0,0,0
2004,Arizona,151,91,0.60,3,0.03,0,0,5765872,264498
2004,Arkansas,346,243,0.70,196,0.81,0,0,2781633,1848510
2004,California,895,724,0.81,0,0,0,0,36003471,0
2004,Canal Zone,0,0,0,0,0,0,0,0,0
2004,Colorado,303,202,0.67,143,0.71,0,0,4638693,2668668
2004,Connecticut,128,101,0.79,66,0.65,0,0,3586296,2042521
2004,Delaware,82,53,0.65,53,1.00,0,0,854779,830364
2004,District of Columbia,3,2,0.67,1,0.50,0,0,553523,0
2004,Florida,836,591,0.71,0,0,0,0,17489500,0
2004,Georgia,815,514,0.63,1,0.00,0,0,8865341,9449
2004,Guam,3,0,0,0,0,0,0,0,0
2004,Hawaii,15,4,0.27,0,0,0,0,1370337,0
2004,Idaho,150,120,0.80,120,1.00,0,0,1437770,1392114
2004,Illinois,1083,7,0.01,1,0.14,0,0,12779604,152446
2004,Indiana,448,285,0.64,0,0,0,0,6256746,0
2004,Iowa,297,221,0.74,221,1.00,0,0,2981527,2914838
2004,Kansas,473,366,0.77,358,0.98,0,0,2808073,2109590
2004,Kentucky,721,312,0.43,20,0.06,0,0,4174200,888178
2004,Louisiana,313,179,0.57,15,0.08,0,0,4561336,328913
2004,Maine,242,163,0.67,4,0.02,0,0,1359674,33591
2004,Mariana Islands,1,0,0,0,0,0,0,0,0
2004,Maryland,216,150,0.69,0,0,0,0,5726100,0
2004,Massachusetts,502,342,0.68,248,0.73,0,0,6430871,4650990
2004,Michigan,859,610,0.71,606,0.99,0,0,10462367,9002773
2004,Minnesota,495,326,0.66,2,0.01,2,0.01,5217233,33630
2004,Mississippi,273,138,0.51,0,0,0,0,2904176,0
2004,Missouri,724,592,0.82,0,0,10,0.02,5784134,0
2004,Montana,143,86,0.60,37,0.43,0,0,996511,485947
2004,Nebraska,336,243,0.72,66,0.27,0,0,1809146,582395
2004,Nevada,78,35,0.45,0,0,0,0,2341129,0
2004,New Hampshire,254,145,0.57,144,0.99,0,0,1355182,948884
2004,New Jersey,653,518,0.79,0,0,0,0,8750387,0
2004,New Mexico,150,85,0.57,0,0,0,0,1922397,0
2004,New York,1034,691,0.67,0,0,0,0,21053780,0
2004,North Carolina,809,445,0.55,0,0,0,0,8568209,0
2004,North Dakota,144,72,0.50,69,0.96,0,0,652988,560073
2004,Ohio,929,472,0.51,263,0.56,0,0,11714712,6649371
2004,Oklahoma,503,297,0.59,0,0,0,0,3579422,0
2004,Oregon,301,197,0.65,44,0.22,0,0,3639657,913873
2004,Other,0,0,0,0,0,0,0,0,0
2004,Pennsylvania,1877,920,0.49,0,0,3,0.00,12949082,0
2004,Puerto Rico,25,0,0,0,0,0,0,0,0
2004,Rhode Island,56,48,0.86,35,0.73,0,0,1086969,876930
2004,South Carolina,569,490,0.86,490,1.00,0,0,4218132,4196056
2004,South Dakota,190,139,0.73,130,0.94,0,0,781164,572200
2004,Tennessee,587,453,0.77,453,1.00,0,0,5913360,5900962
2004,Texas,1283,989,0.77,62,0.06,0,0,22560566,2744400
2004,US Virgin Islands,3,0,0,0,0,0,0,0,0
2004,Utah,189,113,0.60,56,0.50,0,0,2494676,1823438
2004,Vermont,103,75,0.73,75,1.00,0,0,632382,602735
2004,Virginia,465,397,0.85,397,1.00,0,0,7466783,7401012
2004,Washington,321,246,0.77,4,0.02,0,0,6235902,639179
2004,West Virginia,479,368,0.77,368,1.00,0,0,1828129,1703902
2004,Wisconsin,490,368,0.75,2,0.01,2,0.01,5593370,662201
2004,Wyoming,84,63,0.75,0,0,0,0,512254,0
2005,Alabama,488,267,0.55,0,0,0,0,4575157,0
2005,Alaska,51,33,0.65,0,0,0,0,664150,0
2005,American Samoa,1,0,0,0,0,0,0,0,0
2005,Arizona,151,92,0.61,4,0.04,0,0,5961525,281278
2005,Arkansas,346,244,0.71,210,0.86,0,0,2808844,2026415
2005,California,895,721,0.81,0,0,0,0,36243236,0
2005,Canal Zone,0,0,0,0,0,0,0,0,0
2005,Colorado,303,208,0.69,154,0.74,0,0,4702789,3481816
2005,Connecticut,128,101,0.79,70,0.69,0,0,3593240,2221976
2005,Delaware,82,53,0.65,53,1.00,0,0,870075,843524
2005,District of Columbia,3,2,0.67,1,0.50,0,0,550521,0
2005,Florida,836,602,0.72,0,0,0,0,17883830,0
2005,Georgia,815,488,0.60,1,0.00,0,0,9111910,9780
2005,Guam,3,0,0,0,0,0,0,0,0
2005,Hawaii,15,4,0.27,0,0,0,0,1383742,0
2005,Idaho,150,106,0.71,106,1.00,0,0,1474282,1425914
2005,Illinois,1083,7,0.01,1,0.14,0,0,12826171,153048
2005,Indiana,448,281,0.63,0,0,0,0,6284182,0
2005,Iowa,297,228,0.77,228,1.00,0,0,2993509,2946920
2005,Kansas,473,361,0.76,352,0.98,0,0,2819342,2050991
2005,Kentucky,601,338,0.56,26,0.08,0,0,4198940,942350
2005,Louisiana,313,162,0.52,22,0.14,0,0,4613033,387145
2005,Maine,242,150,0.62,7,0.05,0,0,1365098,94259
2005,Mariana Islands,1,0,0,0,0,0,0,0,0
2005,Maryland,216,150,0.69,0,0,1,0.01,5769032,0
2005,Massachusetts,501,345,0.69,257,0.74,0,0,6413161,4822494
2005,Michigan,859,602,0.70,602,1.00,0,0,10503531,10017482
2005,Minnesota,495,329,0.66,4,0.01,0,0,5251641,497457
2005,Mississippi,273,137,0.50,1,0.01,0,0,2922286,21712
2005,Missouri,724,589,0.81,0,0,3,0.01,5833568,0
2005,Montana,143,91,0.64,91,1.00,0,0,1005339,897980
2005,Nebraska,336,234,0.70,65,0.28,0,0,1823210,583592
2005,Nevada,78,36,0.46,0,0,0,0,2421139,0
2005,New Hampshire,254,148,0.58,147,0.99,0,0,1365413,1051479
2005,New Jersey,653,518,0.79,0,0,0,0,8770503,0
2005,New Mexico,150,83,0.55,0,0,1,0.01,1947879,0
2005,New York,992,696,0.70,0,0,0,0,21085280,0
2005,North Carolina,809,446,0.55,0,0,0,0,8710624,0
2005,North Dakota,144,76,0.53,73,0.96,0,0,657313,573458
2005,Ohio,929,513,0.55,326,0.64,0,0,11703070,6851958
2005,Oklahoma,503,297,0.59,0,0,0,0,3607913,0
2005,Oregon,301,198,0.66,52,0.26,1,0.01,3689202,1028273
2005,Other,0,0,0,0,0,0,0,0,0
2005,Pennsylvania,1877,981,0.52,0,0,0,0,12970259,0
2005,Puerto Rico,25,0,0,0,0,0,0,0,0
2005,Rhode Island,51,48,0.94,46,0.96,0,0,1082452,897755
2005,South Carolina,569,451,0.79,451,1.00,0,0,4274954,4254373
2005,South Dakota,190,110,0.58,103,0.94,0,0,793779,536069
2005,Tennessee,587,456,0.78,456,1.00,0,0,5974002,5962959
2005,Texas,1283,1001,0.78,62,0.06,0,0,22931222,3464628
2005,US Virgin Islands,3,0,0,0,0,0,0,0,0
2005,Utah,189,112,0.59,55,0.49,0,0,2579994,1858946
2005,Vermont,103,81,0.79,81,1.00,0,0,632830,608184
2005,Virginia,465,398,0.86,398,1.00,0,0,7572336,7518412
2005,Washington,321,245,0.76,13,0.05,0,0,6317852,881261
2005,West Virginia,479,373,0.78,373,1.00,0,0,1829736,1708644
2005,Wisconsin,490,358,0.73,8,0.02,0,0,5621216,786019
2005,Wyoming,84,63,0.75,0,0,0,0,515094,0
2006,Alabama,488,225,0.46,1,0.00,0,0,4616525,68079
2006,Alaska,51,35,0.69,0,0,0,0,670527,0
2006,American Samoa,1,0,0,0,0,0,0,0,0
2006,Arizona,151,117,0.77,5,0.04,0,0,6179065,285149
2006,Arkansas,346,263,0.76,226,0.86,0,0,2850710,2198479
2006,California,895,729,0.81,0,0,0,0,36572532,0
2006,Canal Zone,0,0,0,0,0,0,0,0,0
2006,Colorado,303,228,0.75,157,0.69,0,0,4790446,3625831
2006,Connecticut,128,103,0.80,72,0.70,0,0,3587033,2246766
2006,Delaware,82,53,0.65,53,1.00,0,0,881748,853476
2006,District of Columbia,3,2,0.67,1,0.50,0,0,581530,0
2006,Florida,836,593,0.71,0,0,0,0,18186529,0
2006,Georgia,815,501,0.61,1,0.00,1,0.00,9414191,10205
2006,Guam,3,0,0,0,0,0,0,0,0
2006,Hawaii,15,3,0.20,0,0,0,0,1394924,0
2006,Idaho,150,110,0.73,107,0.97,0,0,1514779,1464850
2006,Illinois,1083,205,0.19,1,0.00,0,0,12903652,153738
2006,Indiana,448,299,0.67,0,0,0,0,6325730,0
2006,Iowa,297,226,0.76,226,1.00,0,0,3009709,2946397
2006,Kansas,473,371,0.78,361,0.97,1,0.00,2842603,2137934
2006,Kentucky,601,337,0.56,36,0.11,0,0,4232421,1130457
2006,Louisiana,313,187,0.60,24,0.13,0,0,4364276,374202
2006,Maine,242,167,0.69,10,0.06,0,0,1361204,185164
2006,Mariana Islands,1,0,0,0,0,0,0,0,0
2006,Maryland,216,153,0.71,0,0,0,0,5782952,0
2006,Massachusetts,485,355,0.73,261,0.74,0,0,6449866,4860267
2006,Michigan,859,612,0.71,603,0.99,0,0,10472927,9997772
2006,Minnesota,495,311,0.63,5,0.02,1,0.00,5294340,547629
2006,Mississippi,273,149,0.55,0,0,0,0,2911756,0
2006,Missouri,724,617,0.85,3,0.00,5,0.01,5878107,42982
2006,Montana,143,99,0.69,93,0.94,0,0,1007609,914031
2006,Nebraska,336,235,0.70,68,0.29,0,0,1830752,593098
2006,Nevada,78,51,0.65,0,0,0,0,2502102,0
2006,New Hampshire,254,145,0.57,143,0.99,0,0,1369905,1017207
2006,New Jersey,653,516,0.79,0,0,1,0.00,8774169,0
2006,New Mexico,150,106,0.71,0,0,0,0,1960013,0
2006,New York,991,707,0.71,0,0,2,0.00,21155940,0
2006,North Carolina,808,443,0.55,0,0,0,0,8889498,0
2006,North Dakota,144,81,0.56,73,0.90,0,0,656369,572453
2006,Ohio,929,583,0.63,406,0.70,0,0,11698918,7196972
2006,Oklahoma,503,317,0.63,0,0,0,0,3644477,0
2006,Oregon,301,166,0.55,55,0.33,0,0,3750459,1060017
2006,Other,0,0,0,0,0,0,0,0,0
2006,Pennsylvania,1877,1071,0.57,0,0,1,0.00,13007252,0
2006,Puerto Rico,25,0,0,0,0,0,0,0,0
2006,Rhode Island,51,48,0.94,46,0.96,0,0,1073858,1066573
2006,South Carolina,569,492,0.86,492,1.00,0,0,4342253,4318330
2006,South Dakota,190,120,0.63,108,0.90,0,0,803401,651737
2006,Tennessee,587,459,0.78,459,1.00,0,0,6049950,6036872
2006,Texas,1283,1000,0.78,68,0.07,0,0,23579632,3895639
2006,US Virgin Islands,3,0,0,0,0,0,0,0,0
2006,Utah,189,119,0.63,58,0.49,0,0,2652169,1916814
2006,Vermont,103,83,0.81,83,1.00,0,0,633732,623908
2006,Virginia,465,403,0.87,403,1.00,0,0,7647723,7623071
2006,Washington,320,263,0.82,16,0.06,1,0.00,6428613,914635
2006,West Virginia,479,345,0.72,345,1.00,0,0,1831328,1708093
2006,Wisconsin,490,373,0.76,26,0.07,0,0,5641804,1122283
2006,Wyoming,84,63,0.75,0,0,0,0,521073,0
2007,Alabama,488,296,0.61,1,0.00,0,0,4646319,69527
2007,Alaska,51,35,0.69,0,0,0,0,683918,0
2007,American Samoa,1,0,0,0,0,0,0,0,0
2007,Arizona,151,113,0.75,5,0.04,0,0,6351417,309176
2007,Arkansas,346,273,0.79,242,0.89,0,0,2862582,2320498
2007,California,895,729,0.81,0,0,1,0.00,36672767,0
2007,Canal Zone,0,0,0,0,0,0,0,0,0
2007,Colorado,303,224,0.74,158,0.71,0,0,4900222,3779170
2007,Connecticut,128,103,0.80,74,0.72,0,0,3584852,2339243
2007,Delaware,82,53,0.65,53,1.00,0,0,884060,864764
2007,District of Columbia,3,2,0.67,1,0.50,0,0,588292,0
2007,Florida,836,595,0.71,0,0,0,0,18341214,0
2007,Georgia,815,524,0.64,1,0.00,1,0.00,9603810,10378
2007,Guam,3,0,0,0,0,0,0,0,0
2007,Hawaii,15,4,0.27,0,0,0,0,1392635,0
2007,Idaho,150,111,0.74,108,0.97,0,0,1549218,1497812
2007,Illinois,1083,213,0.20,1,0.00,0,0,12923835,155713
2007,Indiana,447,303,0.68,0,0,0,0,6357333,0
2007,Iowa,297,228,0.77,228,1.00,0,0,3015918,2960191
2007,Kansas,473,360,0.76,351,0.98,0,0,2856095,2140131
2007,Kentucky,601,346,0.58,52,0.15,0,0,4269523,1430789
2007,Louisiana,313,190,0.61,30,0.16,0,0,4375963,492793
2007,Maine,242,167,0.69,15,0.09,0,0,1357264,277577
2007,Mariana Islands,1,0,0,0,0,0,0,0,0
2007,Maryland,216,156,0.72,0,0,0,0,5788936,0
2007,Massachusetts,483,355,0.73,278,0.78,0,0,6461073,5370447
2007,Michigan,858,609,0.71,601,0.99,0,0,10451398,9965028
2007,Minnesota,495,321,0.65,5,0.02,1,0.00,5332183,569164
2007,Mississippi,273,145,0.53,0,0,0,0,2919962,0
2007,Missouri,724,621,0.86,10,0.02,9,0.01,5918287,24264
2007,Montana,143,102,0.71,95,0.93,0,0,1022745,933505
2007,Nebraska,336,238,0.71,67,0.28,0,0,1845915,595566
2007,Nevada,78,51,0.65,0,0,0,0,2571920,0
2007,New Hampshire,254,148,0.58,147,0.99,0,0,1370223,1143933
2007,New Jersey,653,516,0.79,0,0,0,0,8734669,0
2007,New Mexico,150,105,0.70,0,0,0,0,1975264,0
2007,New York,991,692,0.70,0,0,1,0.00,21141230,0
2007,North Carolina,808,432,0.53,0,0,0,0,9095201,0
2007,North Dakota,144,87,0.60,78,0.90,0,0,658340,582314
2007,Ohio,929,614,0.66,452,0.74,1,0.00,11686891,7500711
2007,Oklahoma,503,317,0.63,0,0,0,0,3683300,0
2007,Oregon,301,201,0.67,55,0.27,0,0,3797589,1080239
2007,Other,0,0,0,0,0,0,0,0,0
2007,Pennsylvania,1877,1253,0.67,0,0,0,0,12977687,0
2007,Puerto Rico,25,0,0,0,0,0,0,0,0
2007,Rhode Island,51,48,0.94,46,0.96,0,0,1063980,1056809
2007,South Carolina,569,483,0.85,483,1.00,0,0,4432638,4407709
2007,South Dakota,190,127,0.67,117,0.92,0,0,820695,695272
2007,Tennessee,587,462,0.79,462,1.00,0,0,6169812,6156719
2007,Texas,1283,1000,0.78,64,0.06,1,0.00,23977218,3947683
2007,US Virgin Islands,3,0,0,0,0,0,0,0,0
2007,Utah,189,121,0.64,59,0.49,0,0,2751296,2055276
2007,Vermont,103,82,0.80,82,1.00,0,0,631049,614721
2007,Virginia,465,408,0.88,408,1.00,0,0,7716894,7711608
2007,Washington,320,267,0.83,22,0.08,0,0,6500793,912429
2007,West Virginia,479,346,0.72,346,1.00,0,0,1824749,1699630
2007,Wisconsin,490,375,0.77,33,0.09,0,0,5686904,1227334
2007,Wyoming,84,65,0.77,0,0,0,0,529131,0
2008,Alabama,488,329,0.67,1,0.00,0,0,4684189,70731
2008,Alaska,51,36,0.71,0,0,0,0,686732,0
2008,American Samoa,1,0,0,0,0,0,0,0,0
2008,Arizona,151,116,0.77,5,0.04,0,0,6513235,322173
2008,Arkansas,346,271,0.78,259,0.96,0,0,2881714,2599858
2008,California,895,730,0.82,0,0,0,0,36876276,0
2008,Canal Zone,0,0,0,0,0,0,0,0,0
2008,Colorado,303,219,0.72,159,0.73,0,0,4978873,4127740
2008,Connecticut,128,104,0.81,75,0.72,0,0,3592331,2427292
2008,Delaware,82,53,0.65,53,1.00,0,0,892606,873092
2008,District of Columbia,3,2,0.67,1,0.50,0,0,591833,0
2008,Florida,834,593,0.71,0,0,0,0,18427925,0
2008,Georgia,815,531,0.65,2,0.00,0,0,9742376,25544
2008,Guam,3,0,0,0,0,0,0,0,0
2008,Hawaii,15,4,0.27,0,0,0,0,1397856,0
2008,Idaho,150,110,0.73,107,0.97,0,0,1575635,1521749
2008,Illinois,1083,223,0.21,1,0.00,0,0,12973710,157262
2008,Indiana,447,304,0.68,0,0,0,0,6388695,0
2008,Iowa,297,230,0.77,230,1.00,0,0,3028304,2986415
2008,Kansas,473,359,0.76,350,0.97,0,0,2883377,2182853
2008,Kentucky,601,342,0.57,98,0.29,0,0,4301078,2060089
2008,Louisiana,313,192,0.61,32,0.17,0,0,4492956,532120
2008,Maine,242,168,0.69,16,0.10,0,0,1356450,287500
2008,Mariana Islands,1,0,0,0,0,0,0,0,0
2008,Maryland,216,158,0.73,0,0,0,0,5800551,0
2008,Massachusetts,483,361,0.75,291,0.81,0,0,6509197,5448980
2008,Michigan,858,609,0.71,602,0.99,0,0,10376520,9910343
2008,Minnesota,495,329,0.66,6,0.02,0,0,5414468,587830
2008,Mississippi,273,142,0.52,1,0.01,0,0,2939817,21645
2008,Missouri,724,630,0.87,12,0.02,1,0.00,5950049,34945
2008,Montana,143,107,0.75,100,0.93,0,0,1031083,961871
2008,Nebraska,336,234,0.70,71,0.30,0,0,1855988,677678
2008,Nevada,78,52,0.67,0,0,0,0,2606849,0
2008,New Hampshire,254,150,0.59,149,0.99,0,0,1369409,1164688
2008,New Jersey,652,547,0.84,0,0,0,0,8726828,0
2008,New Mexico,150,109,0.73,0,0,0,0,1989674,0
2008,New York,991,646,0.65,0,0,30,0.05,21383787,0
2008,North Carolina,808,428,0.53,0,0,0,0,9257073,0
2008,North Dakota,144,92,0.64,84,0.91,0,0,658883,605266
2008,Ohio,929,621,0.67,472,0.76,0,0,11713451,7999821
2008,Oklahoma,503,324,0.64,142,0.44,0,0,3704782,537578
2008,Oregon,301,164,0.54,57,0.35,0,0,3841297,1194508
2008,Other,0,0,0,0,0,0,0,0,0
2008,Pennsylvania,1877,1260,0.67,0,0,0,0,12990337,0
2008,Puerto Rico,25,0,0,0,0,0,0,0,0
2008,Rhode Island,51,49,0.96,47,0.96,0,0,1056952,1049774
2008,South Carolina,569,491,0.86,491,1.00,0,0,4506037,4478308
2008,South Dakota,190,127,0.67,118,0.93,0,0,831492,704777
2008,Tennessee,587,462,0.79,462,1.00,0,0,6230777,6214888
2008,Texas,1283,1003,0.78,61,0.06,0,0,24401987,3439352
2008,US Virgin Islands,3,0,0,0,0,0,0,0,0
2008,Utah,189,124,0.66,62,0.50,0,0,2842728,2116474
2008,Vermont,103,87,0.84,87,1.00,0,0,630943,617193
2008,Virginia,465,408,0.88,408,1.00,0,0,7775680,7769089
2008,Washington,319,263,0.82,33,0.13,0,0,6581318,1719388
2008,West Virginia,479,311,0.65,311,1.00,0,0,1826800,1697481
2008,Wisconsin,490,382,0.78,44,0.12,0,0,5714275,1445976
2008,Wyoming,84,63,0.75,0,0,0,0,539308,0
2009,Alabama,488,368,0.75,1,0.00,0,0,4732747,71919
2009,Alaska,51,36,0.71,0,0,0,0,698901,0
2009,American Samoa,1,0,0,0,0,0,0,0,0
2009,Arizona,151,117,0.77,4,0.03,0,0,6609085,331749
2009,Arkansas,346,260,0.75,260,1.00,0,0,2914733,2756991
2009,California,895,735,0.82,0,0,0,0,37061435,0
2009,Canal Zone,0,0,0,0,0,0,0,0,0
2009,Colorado,303,225,0.74,166,0.74,0,0,5062934,4009223
2009,Connecticut,128,104,0.81,77,0.74,0,0,3609641,2460980
2009,Delaware,82,54,0.66,54,1.00,0,0,904124,885122
2009,District of Columbia,3,2,0.67,1,0.50,0,0,599657,0
2009,Florida,834,593,0.71,0,0,0,0,18646709,0
2009,Georgia,815,540,0.66,1,0.00,0,0,9886620,15878
2009,Guam,3,0,0,0,0,0,0,0,0
2009,Hawaii,15,4,0.27,0,0,0,0,1405431,0
2009,Idaho,150,110,0.73,107,0.97,0,0,1599174,1543741
2009,Illinois,1083,283,0.26,1,0.00,0,0,12965589,157943
2009,Indiana,447,308,0.69,0,0,0,0,6434990,0
2009,Iowa,297,229,0.77,229,1.00,0,0,3033600,2983079
2009,Kansas,473,363,0.77,355,0.98,0,0,2900426,2196291
2009,Kentucky,601,353,0.59,351,0.99,0,0,4350981,3858245
2009,Louisiana,313,194,0.62,34,0.18,0,0,4574351,599227
2009,Maine,242,168,0.69,16,0.10,0,0,1358268,288154
2009,Mariana Islands,1,0,0,0,0,0,0,0,0
2009,Maryland,216,156,0.72,0,0,1,0.01,5870524,0
2009,Massachusetts,483,360,0.75,296,0.82,0,0,6604959,5614606
2009,Michigan,858,621,0.72,611,0.98,0,0,10345739,9875732
2009,Minnesota,495,328,0.66,4,0.01,0,0,5461876,772247
2009,Mississippi,273,150,0.55,1,0.01,0,0,2953221,69926
2009,Missouri,724,625,0.86,15,0.02,5,0.01,6031658,124202
2009,Montana,143,107,0.75,100,0.93,0,0,1038840,968253
2009,Nebraska,336,232,0.69,68,0.29,0,0,1859286,646405
2009,Nevada,78,51,0.65,0,0,0,0,2649704,0
2009,New Hampshire,254,156,0.61,156,1.00,0,0,1375160,1186650
2009,New Jersey,652,582,0.89,0,0,2,0.00,8761163,0
2009,New Mexico,149,104,0.70,0,0,0,0,2016615,0
2009,New York,991,586,0.59,0,0,30,0.05,21490710,0
2009,North Carolina,808,428,0.53,0,0,0,0,9421855,0
2009,North Dakota,144,94,0.65,88,0.94,0,0,664127,616285
2009,Ohio,929,654,0.70,500,0.76,0,0,11775714,8238232
2009,Oklahoma,503,341,0.68,153,0.45,0,0,3746223,522052
2009,Oregon,301,169,0.56,62,0.37,0,0,3880842,1112073
2009,Other,0,0,0,0,0,0,0,0,0
2009,Pennsylvania,1877,1347,0.72,0,0,0,0,13188116,0
2009,Puerto Rico,25,0,0,0,0,0,0,0,0
2009,Rhode Island,51,49,0.96,47,0.96,0,0,1059442,1052173
2009,South Carolina,569,480,0.84,480,1.00,0,0,4587263,4555488
2009,South Dakota,190,129,0.68,120,0.93,0,0,842057,740661
2009,Tennessee,587,462,0.79,462,1.00,0,0,6312287,6296254
2009,Texas,1283,1022,0.80,62,0.06,2,0.00,24855177,3565075
2009,US Virgin Islands,3,0,0,0,0,0,0,0,0
2009,Utah,189,126,0.67,64,0.51,0,0,2893460,2117312
2009,Vermont,103,87,0.84,87,1.00,0,0,631334,617666
2009,Virginia,465,412,0.89,412,1.00,0,0,7889510,7882590
2009,Washington,319,264,0.83,70,0.27,0,0,6696694,1830718
2009,West Virginia,479,296,0.62,296,1.00,0,0,1832215,1680245
2009,Wisconsin,490,390,0.80,70,0.18,0,0,5726929,1724431
2009,Wyoming,84,64,0.76,0,0,0,0,551287,0
2010,Alabama,488,365,0.75,1,0.00,0,0,4792630,81619
2010,Alaska,51,36,0.71,0,0,0,0,711456,0
2010,American Samoa,1,0,0,0,0,0,0,0,0
2010,Arizona,151,117,0.77,4,0.03,0,0,6404623,307983
2010,Arkansas,346,260,0.75,260,1.00,0,0,2941161,2791891
2010,California,895,734,0.82,0,0,1,0.00,37346022,0
2010,Canal Zone,0,0,0,0,0,0,0,0,0
2010,Colorado,303,219,0.72,165,0.75,0,0,5067746,4344110
2010,Connecticut,128,104,0.81,79,0.76,0,0,3665941,2520941
2010,Delaware,82,55,0.67,55,1.00,0,0,914390,897934
2010,District of Columbia,3,2,0.67,1,0.50,0,0,601723,0
2010,Florida,834,663,0.79,0,0,0,0,18910325,0
2010,Georgia,815,534,0.66,0,0,0,0,9752532,0
2010,Guam,3,0,0,0,0,0,0,0,0
2010,Hawaii,15,4,0.27,0,0,0,0,1479842,0
2010,Idaho,150,109,0.73,106,0.97,0,0,1622423,1564555
2010,Illinois,1081,726,0.67,1,0.00,0,0,12888247,152871
2010,Indiana,447,309,0.69,0,0,0,0,6494899,0
2010,Iowa,297,225,0.76,225,1.00,0,0,3072601,2985020
2010,Kansas,473,360,0.76,353,0.98,0,0,2937014,2236493
2010,Kentucky,601,373,0.62,373,1.00,0,0,4376436,4227221
2010,Louisiana,313,200,0.64,31,0.16,0,0,4607610,594453
2010,Maine,242,167,0.69,15,0.09,1,0.01,1370677,261865
2010,Mariana Islands,1,0,0,0,0,0,0,0,0
2010,Maryland,216,157,0.73,0,0,0,0,5949764,0
2010,Massachusetts,483,365,0.76,300,0.82,0,0,6559003,5585786
2010,Michigan,857,618,0.72,608,0.98,0,0,10307062,9780636
2010,Minnesota,495,326,0.66,9,0.03,4,0.01,5507486,880350
2010,Mississippi,273,152,0.56,2,0.01,0,0,2968683,91840
2010,Missouri,724,631,0.87,19,0.03,0,0,6031691,661836
2010,Montana,143,107,0.75,100,0.93,0,0,1055270,981746
2010,Nebraska,336,229,0.68,68,0.30,0,0,1891354,645790
2010,Nevada,78,51,0.65,0,0,0,0,2707228,0
2010,New Hampshire,253,159,0.63,159,1.00,0,0,1365725,1200030
2010,New Jersey,652,580,0.89,0,0,1,0.00,8852833,0
2010,New Mexico,148,107,0.72,0,0,0,0,2062883,0
2010,New York,991,577,0.58,0,0,0,0,21307462,0
2010,North Carolina,808,426,0.53,0,0,0,0,9580821,0
2010,North Dakota,144,101,0.70,97,0.96,0,0,691502,658787
2010,Ohio,928,656,0.71,512,0.78,0,0,11759004,8540097
2010,Oklahoma,503,339,0.67,157,0.46,0,0,3815410,613205
2010,Oregon,301,165,0.55,65,0.39,0,0,3889074,1112052
2010,Other,0,0,0,0,0,0,0,0,0
2010,Pennsylvania,1877,1400,0.75,0,0,0,0,13292628,0
2010,Puerto Rico,25,0,0,0,0,0,0,0,0
2010,Rhode Island,51,49,0.96,47,0.96,0,0,1058992,1051516
2010,South Carolina,569,437,0.77,437,1.00,0,0,4649536,4614149
2010,South Dakota,190,127,0.67,118,0.93,0,0,844743,738491
2010,Tennessee,587,467,0.80,467,1.00,0,0,6357852,6346105
2010,Texas,1283,1033,0.81,59,0.06,0,0,25218692,3485912
2010,US Virgin Islands,3,0,0,0,0,0,0,0,0
2010,Utah,189,127,0.67,70,0.55,0,0,2864017,2133433
2010,Vermont,103,85,0.83,85,1.00,0,0,635311,617320
2010,Virginia,465,412,0.89,412,1.00,0,0,8007795,8001024
2010,Washington,319,263,0.82,110,0.42,0,0,6762781,2554261
2010,West Virginia,479,283,0.59,283,1.00,0,0,1866447,1732405
2010,Wisconsin,490,390,0.80,81,0.21,0,0,5774410,2155420
2010,Wyoming,84,65,0.77,0,0,0,0,570473,0
2011,Alabama,488,378,0.77,1,0.00,0,0,4815348,82012
2011,Alaska,51,35,0.69,0,0,0,0,725910,0
2011,American Samoa,1,0,0,0,0,0,0,0,0
2011,Arizona,151,114,0.75,5,0.04,1,0.01,6501532,314222
2011,Arkansas,346,263,0.76,263,1.00,0,0,2963414,2871257
2011,California,895,735,0.82,0,0,1,0.00,37819249,0
